상호명,도로명주소,업종,전화번호,경도,위도
담희,"경기 용인시 기흥구 평촌2로1번길 26-1,103호 (동백동)",보건위생 - 피부미용실,031-281-8151,127.1537616,37.2798872
태웅회관,"경기 용인시 기흥구 동백7로 73,6층 602호 (동백동,경안빌딩)",레저업소 - 헬스클럽,031-281-1003,127.1595859,37.2820153
카페트래블비스트로,"경기 용인시 기흥구 평촌2로1번길 24,1층 (동백동)",일반휴게음식 - 서양음식,031-287-6744,127.1540847,37.2802306
푸드야,"경기 용인시 기흥구 평촌1로1번길 12,1층 (동백동)",일반휴게음식 - 일반한식,,127.1527815,37.2835931
리즈속눈썹,"경기 용인시 기흥구 평촌2로1번길 26-1,101호 (동백동)",보건위생 - 피부미용실,,127.1537616,37.2798872
지니텔레콤 동백점,경기 용인시 기흥구 동백동 2505-3번지 우함빌딩 111호,사무통신 - 통신기기,031-4242-4582,127.1541845,37.2699794
단아하라 (DANAHARA),"경기 용인시 기흥구 동백평촌로 70,1002동 504호 (동백동,호수마을상록롯데캐슬)",신변잡화 - 액세서리,,127.1552089,37.2794201
퓨전샵,"경기 용인시 기흥구 동백중앙로 358-12,1층 105호 상가 (동백동,유타운)",일반휴게음식 - 일반한식,031-287-2287,127.1601975,37.2819869
바이옴(Biome),경기 용인시 기흥구 향린1로100번길 23 (동백동),자동차정비 유지 - 세차장,,127.1675054,37.2964598
네네치킨(동백지구점),"경기 용인시 기흥구 평촌2로1번길 9-1,1층 101호 (동백동)",일반휴게음식 - 스넥,031-275-0064,127.1540532,37.2810613
랜돌프테크,"경기 용인시 기흥구 동백평촌로 15,1405동 2201호 (동백동,호수마을계룡리슈빌)",용역 서비스 - 기타용역서비스,,127.1549061,37.2847236
감동창고,"경기 용인시 기흥구 평촌1로1번길 3,1층 101호 (동백동)",음료식품 - 기타음료식품,,127.1535381,37.2839434
에듀바비수원영통지사,"경기 용인시 기흥구 동백8로131번길 9,2803동 3층 1호(동백동,백현마을휴먼시아)",용역 서비스 - 사무서비스,02-1522-0701,127.1644474,37.2835957
올리브그린,"경기 용인시 기흥구 평촌2로2번길 2,101호 (동백동)",음료식품 - 기타음료식품,070-4418-3051,127.1535709,37.2819909
오븐살롱,"경기 용인시 기흥구 평촌2로1번길 22,1층 101호 (동백동)",일반휴게음식 - 서양음식,031-285-3184,127.1541899,37.2803298
소문난 뒷고기,"경기 용인시 기흥구 평촌2로 12,101호 (동백동)",일반휴게음식 - 일반한식,031-283-1267,127.1525811,37.28182
카페모아,"경기 용인시 기흥구 동백8로 124 상가동 1층 102호 (동백동,백현마을모아미래도2단지아파트)",일반휴게음식 - 서양음식,031-281-0062,127.1635982,37.2827048
개인과외,"경기 용인시 기흥구 평촌3로 27 (동백동,석정빌)",학원 - 기타 교육기관,,127.152977,37.2794775
네일탐나,경기 용인시 기흥구 평촌2로1번길 17 1층 103호 (동백동),보건위생 - 피부미용실,,127.1544345,37.2806734
밥과함께라면/경기용인 지역자활센터 (분식,"경기 용인시 기흥구 동백7로 83,1층 111호 (동백동,중앙프라자)",일반휴게음식 - 스넥,031-8005-8038,127.1604196,37.2816463
드방(DEVANT),"경기 용인시 기흥구 평촌2로1번길 16-8,1층 (동백동)",의류 - 정장,031-4707-8085,127.1538214,37.280532
도서출판 동락,"경기 용인시 기흥구 향린1로88번길 16,102호 (동백동)",서적문구 - 출판 및 인쇄물,,127.1666752,37.2936338
열방유통,"경기 용인시 기흥구 평촌2로1번길 1,302호 (동백동)",음료식품 - 기타음료식품,031-285-0755,127.1536474,37.2817552
바비돌/픽시윙스 캐터리,"경기 용인시 기흥구 향린2로32번길 73-18,1호 (동백동)",문화.취미 - 애완동물,031-111-1111,127.1703212,37.2959409
린넨숲,"경기 용인시 기흥구 동백7로 100 상가동 102호 (동백동,백현마을한라비발디아파트)",직물 - 옷감?직물,031-889-4486,127.1614974,37.2802787
피자스쿨 용인동백점,"경기 용인시 기흥구 동백8로 90 상가동 103호 일부 (동백동,백현마을 모아미래도)",일반휴게음식 - 서양음식,031-693-4884,127.1601613,37.2831463
이지세븐,"경기 용인시 기흥구 동백8로 124 상가동 1층 101호 (동백동,백현마을모아미래도2단지아파트)",유통업 영리 - 편 의 점,012-851-1119,127.1635982,37.2827048
홈메이드김밥(백반) 김밥,"경기 용인시 기흥구 동백중앙로 358-19,1층 102호 (동백동,미래도프라자)",일반휴게음식 - 일반한식,031-287-0829,127.1608964,37.2815742
파란고래미술학원,"경기 용인시 기흥구 동백중앙로 358-19,3동 301호 (동백동,미래도프라자)",학원 - 예?체능계학원,031-693-7740,127.1608964,37.2815742
샤인헤어,"경기 용인시 기흥구 동백8로 103,1층 104호 (동백동,백현마을주공7단지아파트)",보건위생 - 미용원,031-8005-8823,127.1632377,37.2846223
다미원,"경기 용인시 기흥구 평촌2로2번길 7-8,101호 (동백동)",일반휴게음식 - 일반한식,031-274-0669,127.1528677,37.2826116
또봉이통닭,"경기 용인시 기흥구 평촌1로8번길 11-14,1층 101호 (동백동)",일반휴게음식 - 스넥,031-693-9223,127.1521854,37.2854158
동백사랑 숯불갈비,경기 용인시 기흥구 언동로217번길 45-27 (동백동),일반휴게음식 - 일반한식,031-275-9925,127.1508049,37.27865
몽고반점/주식회사 이데,"경기 용인시 기흥구 평촌2로1번길 23,1층 101호 (동백동)",일반휴게음식 - 중국식,031-693-5885,127.1542896,37.2800938
수학노트수학교습소,"경기 용인시 기흥구 평촌1로2번길 9,1층 (동백동)",학원 - 보습학원,031-274-6001,127.1532909,37.2849769
니나노,"경기 용인시 기흥구 동백평촌로 74,상가동 1층 102호 일부(동백동,호수마을상록롯데캐슬아파트)",일반휴게음식 - 서양음식,,127.1560764,37.2795732
어니스티샤베트(Honesty sherbet),경기 용인시 기흥구 향린1로 47 (동백동),문화.취미 - 화랑,031-274-2761,127.1628148,37.2912882
열공스터디카페 백현점,"경기 용인시 기흥구 동백중앙로 358-12,3층 301호 (동백동)",용역 서비스 - 사무서비스,,127.1601975,37.2819869
삼성영어동백어정영어교습소,"경기 용인시 기흥구 동백죽전대로 455-17,2층202호 (동백동)",학원 - 외국어학원,031-287-7755,127.1488602,37.2799399
도깨비왕만두,"경기 용인시 기흥구 동백7로 83,108호 (동백동,중앙프라자)",일반휴게음식 - 일반한식,,127.1604196,37.2816463
엄마는킹콩,"경기 용인시 기흥구 동백중앙로 358-5,상가동 102-1호 (동백동,백현마을모아미래도아파트)",일반휴게음식 - 일반한식,031-274-0501,127.1600241,37.2824711
니나노,"경기 용인시 기흥구 동백평촌로 74 상가동 1층 102호 (동백동,호수마을상록롯데캐슬)",보건위생 - 미용원,02-1111-1111,127.1560764,37.2795732
막창골목(동백본점),"경기 용인시 기흥구 평촌1로8번길 5-3,101호 (동백동)",일반휴게음식 - 일반한식,031-283-0045,127.1528125,37.2844544
뮤엠영어 계룡리슈빌점 영어교습소,"경기 용인시 기흥구 평촌1로8번길 14,1층 (동백동)",학원 - 외국어학원,,127.1531352,37.2853638
창의사고력수학교습소,"경기 용인시 기흥구 동백죽전대로 455-17,상가동B층 101호 (동백동,동원마을동원로얄듀크)",학원 - 보습학원,,127.1488602,37.2799399
크리미뇽(Cr-Mignon),"경기 용인시 기흥구 평촌3로 5-13,302호 (동백동)",문화.취미 - 문화취미기타,,127.1532562,37.280229
브라운블랙(BROWN BLACK),경기 용인시 기흥구 평촌1로1번길 9 (동백동),일반휴게음식 - 일반한식,031-693-9816,127.1532763,37.2833544
달달코롬,"경기 용인시 기흥구 평촌2로2번길 11-20,1층 101 일부호 (동백동,강미라씨근생주택)",음료식품 - 기타음료식품,,127.1521453,37.2829933
부국,"경기 용인시 기흥구 평촌2로1번길 28-5,102호 (동백동)",건축자재 - 기타건축자재,070-7613-9348,127.1532683,37.2799343
브레인트러스트사이언스학원,"경기 용인시 기흥구 동백중앙로 358-8,6층 602호 (동백동,동백백현프라자)",학원 - 보습학원,031-282-3515,127.160035,37.2820403
떡볶이 Factory,"경기 용인시 기흥구 동백평촌로 43 상가동 1층 104호 (동백동,호수마을동보노빌리티)",일반휴게음식 - 일반한식,031-283-9686,127.1539935,37.2817878
동백떡집,"경기 용인시 기흥구 동백중앙로 358-12,101호(동백동,유타운상가)",음료식품 - 제과점,031-693-7353,127.1601975,37.2819869
월남국수 동백점,"경기 용인시 기흥구 동백중앙로 358-12,2층 203호 (동백동)",일반휴게음식 - 서양음식,,127.1601975,37.2819869
소년공방미술교습소,"경기 용인시 기흥구 동백중앙로 358-6,1층 106호 (동백동,동백프라자)",학원 - 예?체능계학원,070-7793-0079,127.1598318,37.2822031
감성음악학원,"경기 용인시 기흥구 평촌1로2번길 13,1층 (동백동)",학원 - 예?체능계학원,031-285-7311,127.1533415,37.2853334
낙지보감,경기 용인시 기흥구 평촌2로2번길 11-8 상가 1층 (동백동),일반휴게음식 - 일반한식,031-285-5535,127.1528541,37.2829616
애플PC방,"경기 용인시 기흥구 평촌2로2번길 3-3,1층 (동백동)",레저업소 - 기타레져업소,,127.1532654,37.2820475
(주)골드문투어,"경기 용인시 기흥구 평촌2로1번길 7-1,103-1호 (동백동)",여행 - 관광여행,031-111-1111,127.1538867,37.2812952
우다트,"경기 용인시 기흥구 동백8로 9,1704동 1704호 (동백동,호수마을자연앤데시앙)",건축자재 - 목재?석재?철물,031-000-0000,127.1510414,37.2869137
플리츠보,경기 용인시 기흥구 평촌1로8번길 7-10 (동백동),의류 - 정장,02-1111-1111,127.1525082,37.2850267
좋은 아이들,"경기 용인시 기흥구 동백8로 9,1701동 503호 (동백동,호수마을자연앤데시앙)",학원 - 기타 교육기관,,127.1510414,37.2869137
카페조이,"경기 용인시 기흥구 동백중앙로 358-12,1층 106호 (동백동)",일반휴게음식 - 서양음식,031-111-1111,127.1601975,37.2819869
시공디자인,경기 용인시 기흥구 평촌1로 7 (동백동),건축자재 - 인테리어전문,031-283-1477,127.1528135,37.2840915
소담한밥상,"경기 용인시 기흥구 평촌1로8번길 11-12,1층 (동백동)",일반휴게음식 - 일반한식,031-111-1111,127.1523593,37.2854072
명당공인중개사사무소,"경기 용인시 기흥구 평촌1로8번길 11-4,102호 (동백동)",용역 서비스 - 법률회계서비스(개인),031-693-8988,127.1528669,37.2853753
베스티안수학학원,"경기 용인시 기흥구 동백7로 77,6층 (동백동)",학원 - 보습학원,031-526-2012,127.1597818,37.2818567
낙지보감,"경기 용인시 기흥구 평촌2로2번길 11-8,1층 상가 (동백동)",일반휴게음식 - 일반한식,031-285-5535,127.1528541,37.2829616
지피(GP)유통,"경기 용인시 기흥구 동백7로107번길 10,113동 2호 (동백동,하우스디동백테라스)",문화.취미 - 애완동물,031-891-5447,127.1637524,37.2808519
피부관리,"경기 용인시 기흥구 평촌2로1번길 1,101호 (동백동)",보건위생 - 피부미용실,031-548-5264,127.1536474,37.2817552
나성켄터키 동백1호점,"경기 용인시 기흥구 평촌2로1번길 9,1층 (동백동)",일반휴게음식 - 스넥,031-275-7140,127.153962,37.2811873
미싱공방,"경기 용인시 기흥구 동백8로 9,1701동 1202호 (동백동,호수마을자연앤 데시앙)",문화.취미 - 문화취미기타,031-111-1111,127.1510414,37.2869137
더블유.에스(W.S)헤어,"경기 용인시 기흥구 평촌2로1번길 17,1층 101호 (동백동)",보건위생 - 미용원,031-282-8199,127.1544345,37.2806734
마녀의 뜰,"경기 용인시 기흥구 평촌1로 12-1,1층 (동백동)",일반휴게음식 - 서양음식,02-111-1111,127.152313,37.2843178
가우디 미술학원,"경기 용인시 기흥구 동백7로 77,401-1, 2호(동백동)",학원 - 예?체능계학원,031-693-8811,127.1597818,37.2818567
은샘개인과외,경기 용인시 기흥구 평촌2로1번길 19 (동백동),학원 - 기타 교육기관,031-000-0000,127.1546775,37.2804837
루즈벨트 테디베어 글로벌,"경기 용인시 기흥구 동백8로131번길 52-50,1층 (동백동)",레져용품 - 스포츠?레져용품,070-7789-1872,127.1704056,37.2814916
미가분식,"경기 용인시 기흥구 동백중앙로 358-8,1층 101-2호 (동백동,백현프라자)",일반휴게음식 - 스넥,031-000-0000,127.160035,37.2820403
게임빌리지,경기 용인시 기흥구 평촌1로2번길 6-1 (동백동),서적문구 - 완구점,070-8616-2223,127.1535764,37.2846855
정[ ]:육점,"경기 용인시 기흥구 평촌1로2번길 10,103호 (동백동)",음료식품 - 정육점,,127.1535845,37.2849762
페페살레,"경기 용인시 기흥구 평촌1로7번길 6-16,1층 (동백동)",일반휴게음식 - 일반한식,,127.1518403,37.2839729
로얄튼너싱홈,경기 용인시 기흥구 석성로521번길 14-2 (동백동),기타의료기관 - 기타의료기관 및 기타,031-285-5850,127.1579793,37.2897398
앙상블음악학원,"경기 용인시 기흥구 동백7로 83,3층 305호 (동백동,중앙프라자)",학원 - 예?체능계학원,031-274-8088,127.1604196,37.2816463
파울러스커피클럽(pauluscoffeeclub),"경기 용인시 기흥구 동백중앙로 358-19,1동 1층 108-1호 (동백동,미래도프라자)",일반휴게음식 - 서양음식,,127.1608964,37.2815742
혜화동 돈까스 극장,"경기 용인시 기흥구 평촌2로1번길 31,1층 102호 (동백동)",일반휴게음식 - 일반한식,031-282-8333,127.1536589,37.2794744
카페 라일락,"경기 용인시 기흥구 평촌1로1번길 3,1층일부호 (동백동)",일반휴게음식 - 서양음식,,127.1535381,37.2839434
오디너리썸머(ordinary summer),"경기 용인시 기흥구 평촌1로1번길 7-1,1층 104호 (동백동)",문화.취미 - 화원,,127.1535258,37.2833779
드럼통소갈비살,"경기 용인시 기흥구 평촌2로1번길 3,102,103호 (동백동)",일반휴게음식 - 일반한식,031-282-1222,127.1537003,37.2816299
씨유기흥백현점,경기 용인시 기흥구 동백8로131번길 5 상가동 1층 104호(동백동),유통업 영리 - 편 의 점,080-080-3663,127.1649541,37.2827982
고기맛있는집(이현),"경기 용인시 기흥구 동백8로 101 상가 102호 (동백동,백현마을주공아파트)",일반휴게음식 - 일반한식,,127.1620613,37.2840729
메이젠 (기흥동백점),"경기 용인시 기흥구 동백중앙로 358-19,112호 (동백동,미래도프라자)",일반휴게음식 - 서양음식,02-1234-1234,127.1608964,37.2815742
하버스카이 영어,"경기 용인시 기흥구 동백7로 56,1102동 101호 (동백동,호수마을서해그랑블)",학원 - 기타 교육기관,,127.1568873,37.2823342
동백홈참치,"경기 용인시 기흥구 평촌1로7번길 3,1층 (동백동)",일반휴게음식 - 일식?회집,02-1234-1234,127.1530682,37.2838249
수지 상하목장 DS 대리점,경기 용인시 기흥구 평촌2로2번길 3-8 상가동 1층 (동백동),음료식품 - 기타음료식품,031-800-5556,127.1528871,37.2822325
하이파이브요양원,경기 용인시 기흥구 석성로521번길 12-3 (동백동),기타의료기관 - 기타의료기관 및 기타,031-896-2000,127.1585519,37.2893917
